"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"AIRT","Air T, Inc.","24.9","$71.76M","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/airt",
"AIRTP","Air T, Inc.","25.5139","n/a","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/airtp",
"AIRTW","Air T, Inc.","0.2279","n/a","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/airtw",
"ATSG","Air Transport Services Group, Inc","31.34","$1.87B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/atsg",
"ABNB","Airbnb, Inc.","146.8","$87.55B","2020","Finance","Diversified Commercial Services","https://old.nasdaq.com/symbol/abnb",
"AIRG","Airgain, Inc.","17.78","$173.67M","2016","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/airg",
"ANTE","AirNet Technology Inc.","2.19","$27.52M","n/a","Technology","Advertising","https://old.nasdaq.com/symbol/ante",
"AJAX","Ajax I","11.8","$1.06B","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ajax",
"AJAX.U","Ajax I","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/ajax.u",
"AJAX.WS","Ajax I","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ajax.ws",
"AKAM","Akamai Technologies, Inc.","104.99","$17.09B","1999","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/akam",
"AKTX","Akari Therapeutics Plc","1.85","$71.18M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aktx",
"AKBA","Akebia Therapeutics, Inc.","2.8","$404.71M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/akba",
"KERN","Akerna Corp.","3.24","$45.55M","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/kern",
"KERNW","Akerna Corp.","0.93","n/a","2018","Technology","EDP Services","https://old.nasdaq.com/symbol/kernw",
"AKRO","Akero Therapeutics, Inc.","25.8","$895.82M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/akro",
"AKER","Akers Biosciences Inc.","1.99","$37.07M","2014","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/aker",
"AKUS","Akouos, Inc.","19.83","$681.81M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/akus",
"AKTS","Akoustis Technologies, Inc.","12.23","$472.42M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/akts",
"AKU","Akumin Inc.","3.01","$211.24M","n/a","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/aku",
"ALP^Q","Alabama Power Company","27.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alp^q",
"ALG","Alamo Group, Inc.","137.95","$1.64B","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/alg",
"AGI","Alamos Gold Inc.","8.75","$3.44B","2015","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/agi",
"ALRM","Alarm.com Holdings, Inc.","103.45","$5.08B","2015","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/alrm",
"ALK","Alaska Air Group, Inc.","52","$6.43B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/alk",
"ALSK","Alaska Communications Systems Group, Inc.","3.69","$198.61M","1999","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/alsk",
"AIN","Albany International Corporation","73.42","$2.37B","n/a","Basic Industries","Textiles","https://old.nasdaq.com/symbol/ain",
"ALB","Albemarle Corporation","147.52","$15.7B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/alb",
"ALAC","Alberton Acquisition Corporation","11.41","$52.67M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alac",
"ALACR","Alberton Acquisition Corporation","0.7441","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacr",
"ALACU","Alberton Acquisition Corporation","13.1997","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacu",
"ALACW","Alberton Acquisition Corporation","1.1999","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/alacw",
"ACI","Albertsons Companies, Inc.","17.58","$8.31B","2020","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/aci",
"ALBO","Albireo Pharma, Inc.","37.51","$715.59M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/albo",
"AA","Alcoa Corporation","23.05","$4.29B","2016","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/aa",
"ALC","Alcon Inc.","65.98","$32.28B","2019","Health Care","Ophthalmic Goods","https://old.nasdaq.com/symbol/alc",
"ALDX","Aldeyra Therapeutics, Inc.","6.86","$266.31M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/aldx",
"ALEC","Alector, Inc.","15.13","$1.2B","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alec",
"ALRS","Alerus Financial Corporation","27.37","$468.63M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/alrs",
"ALEX","Alexander & Baldwin, Inc.","17.18","$1.24B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/alex",
"ALX","Alexander&#39;s, Inc.","277.35","$1.42B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/alx",
"ARE","Alexandria Real Estate Equities, Inc.","178.22","$24.05B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/are",
"AXU","Alexco Resource Corp","3.17","$434.48M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/axu",
"ALXN","Alexion Pharmaceuticals, Inc.","156.24","$34.17B","1996","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alxn",
"AQN","Algonquin Power & Utilities Corp.","16.46","$9.83B","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqn",
"AQNA","Algonquin Power & Utilities Corp.","28.2","n/a","2018","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqna",
"AQNB","Algonquin Power & Utilities Corp.","28.14","n/a","2019","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/aqnb",
"BABA","Alibaba Group Holding Limited","232.73","$629.68B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/baba",
"ALCO","Alico, Inc.","31.02","$232.84M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/alco",
"ALIT","Alight Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alit",
"ALGN","Align Technology, Inc.","534.38","$42.14B","2001","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/algn",
"ALGS","Aligos Therapeutics, Inc.","27.65","$1.05B","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/algs",
"ALIM","Alimera Sciences, Inc.","4.22","$21.66M","2010","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alim",
"ALYA","Alithya Group inc.","2.09","$121.39M","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/alya",
"ALJJ","ALJ Regional Holdings, Inc.","1.1","$46.55M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/aljj",
"ALKS","Alkermes plc","19.95","$3.18B","1991","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alks",
"ALLK","Allakos Inc.","140","$7.35B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/allk",
"Y","Alleghany Corporation","603.69","$8.53B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/y",
"ATI","Allegheny Technologies Incorporated","16.77","$2.13B","n/a","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/ati",
"ABTX","Allegiance Bancshares, Inc.","34.13","$697.87M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/abtx",
"ALGT","Allegiant Travel Company","189.24","$3.1B","2006","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/algt",
"ALLE","Allegion plc","116.38","$10.71B","2013","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/alle",
"ALGM","Allegro MicroSystems, Inc.","26.66","$5.05B","2020","Technology","Semiconductors","https://old.nasdaq.com/symbol/algm",
"ALNA","Allena Pharmaceuticals, Inc.","1.28","$64.32M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alna",
"ALE","Allete, Inc.","61.94","$3.22B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/ale",
"ADS","Alliance Data Systems Corporation","74.1","$3.68B","2001","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ads",
"AFB","Alliance National Municipal Income Fund Inc","14.42","$414.5M","2002","n/a","n/a","https://old.nasdaq.com/symbol/afb",
"ARLP","Alliance Resource Partners, L.P.","4.48","$569.83M","1999","Energy","Coal Mining","https://old.nasdaq.com/symbol/arlp",
"AWF","Alliance World Dollar Government Fund II","11.77","$1.01B","1993","n/a","n/a","https://old.nasdaq.com/symbol/awf",
"AB","AllianceBernstein Holding L.P.","33.77","$3.25B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/ab",
"LNT","Alliant Energy Corporation","51.53","$12.87B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/lnt",
"AIO","AllianzGI Artificial Intelligence & Tech Opp Fd","26.37","$905.1M","2019","n/a","n/a","https://old.nasdaq.com/symbol/aio",
"CBH","AllianzGI Convertible & Income 2024 Target Term Fund","9.99","$182.4M","2017","n/a","n/a","https://old.nasdaq.com/symbol/cbh",
"NCV","AllianzGI Convertible & Income Fund","5.74","$518.74M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ncv",
"NCV^A","AllianzGI Convertible & Income Fund","26.55","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncv^a",
"NCZ","AllianzGI Convertible & Income Fund II","5.09","$387.43M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ncz",
"NCZ^A","AllianzGI Convertible & Income Fund II","26.25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ncz^a",
"ACV","AllianzGI Diversified Income & Convertible Fund","32.68","$338.37M","2015","n/a","n/a","https://old.nasdaq.com/symbol/acv",
"NFJ","AllianzGI Dividend, Interest & Premium Strategy Fu","13.46","$1.28B","2005","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/nfj",
"NIE","AllianzGI Equity & Convertible Income Fund","28.28","$783.61M","2007","n/a","n/a","https://old.nasdaq.com/symbol/nie",
"AESE","Allied Esports Entertainment, Inc.","1.58","$55.48M","2017","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/aese",
"AHPI","Allied Healthcare Products, Inc.","4.87","$19.55M","1992","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ahpi",
"AMOT","Allied Motion Technologies, Inc.","51.1","$498.62M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/amot",
"ALSN","Allison Transmission Holdings, Inc.","43.13","$4.86B","2012","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/alsn",
"ALLO","Allogene Therapeutics, Inc.","25.24","$3.54B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/allo",
"ALLT","Allot Ltd.","10.52","$370.44M","2006","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/allt",
"ALVR","AlloVir, Inc.","38.44","$2.41B","2020","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/alvr",
"MDRX","Allscripts Healthcare Solutions, Inc.","14.44","$2.28B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/mdrx",
"ALL","Allstate Corporation (The)","109.93","$33.43B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/all",
"ALL^B","Allstate Corporation (The)","27.57","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^b",
"ALL^G","Allstate Corporation (The)","28.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^g",
"ALL^H","Allstate Corporation (The)","27.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^h",
"ALL^I","Allstate Corporation (The)","27.58","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/all^i",
"ALLY","Ally Financial Inc.","35.66","$13.33B","2014","Finance","Major Banks","https://old.nasdaq.com/symbol/ally",
"ALLY^A","Ally Financial Inc.","27.05","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ally^a",
"AAU","Almaden Minerals, Ltd.","0.4691","$56.55M","2015","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/aau",
"ALNY","Alnylam Pharmaceuticals, Inc.","129.97","$15.1B","2004","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alny",
"AOSL","Alpha and Omega Semiconductor Limited","23.64","$602.52M","2010","Technology","Semiconductors","https://old.nasdaq.com/symbol/aosl",
"AHAC","Alpha Healthcare Acquisition Corp.","10.17","$130.74M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ahac",
"AHACU","Alpha Healthcare Acquisition Corp.","10.57","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ahacu",
"AHACW","Alpha Healthcare Acquisition Corp.","1.15","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/ahacw",
"APT","Alpha Pro Tech, Ltd.","11.15","$151.39M","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/apt",
"GOOG","Alphabet Inc.","1751.88","$1185.02B","2004","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/goog",
"GOOGL","Alphabet Inc.","1752.64","$1185.53B","n/a","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/googl",
"SMCP","AlphaMark Actively Managed Small Cap ETF","26.27","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/smcp",
"ATEC","Alphatec Holdings, Inc.","14.52","$1.14B","2006","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/atec",
"ALPN","Alpine Immune Sciences, Inc.","12.6","$299.92M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alpn",
"PINE","Alpine Income Property Trust, Inc.","14.99","$111.81M","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pine",
"ALTG","Alta Equipment Group Inc.","9.88","$296.58M","2019","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/altg",
"ALTG.WS","Alta Equipment Group Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/altg.ws",
"ALTA","Altabancorp","27.92","$524.99M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/alta",
"ALTR","Altair Engineering Inc.","58.18","$4.29B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/altr",
"ALIN^A","Altera Infrastructure L.P.","21.63","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^a",
"ALIN^B","Altera Infrastructure L.P.","22.61","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^b",
"ALIN^E","Altera Infrastructure L.P.","22.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/alin^e",
"ATHE","Alterity Therapeutics Limited","1.34","$45.36M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/athe",
"AYX","Alteryx, Inc.","121.79","$8.11B","2017","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/ayx",
"ATUS","Altice USA, Inc.","37.87","$21.15B","2017","Consumer Services","Television Services","https://old.nasdaq.com/symbol/atus",
"ATAC","Altimar Acquisition Corporation","11.38","$391.19M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/atac",
"ATAC.U","Altimar Acquisition Corporation","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/atac.u",
"ATAC.WS","Altimar Acquisition Corporation","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/atac.ws",
"AGC","Altimeter Growth Corp.","12.86","$803.75M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/agc",
"AGCUU","Altimeter Growth Corp.","13","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/agcuu",
"AGCWW","Altimeter Growth Corp.","5.475","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/agcww",
"ALT","Altimmune, Inc.","11.28","$373.04M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/alt",
"AAMC","Altisource Asset Management Corp","23.58","$38.91M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/aamc",
"ASPS","Altisource Portfolio Solutions S.A.","12.88","$201.57M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/asps",
"ALTUU","Altitude Acquisition Corp.","10.35","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/altuu",
"AIMC","Altra Industrial Motion Corp.","55.43","$3.59B","2006","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/aimc",
"MO","Altria Group","41","$76.2B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/mo",
"ALTM","Altus Midstream Company","47.46","$771.06M","2017","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/altm",
"ACH","Aluminum Corporation of China Limited","8.68","$5.91B","2001","Basic Industries","Aluminum","https://old.nasdaq.com/symbol/ach",
"ALUS","Alussa Energy Acquisition Corp.","10.06","$361.53M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/alus",
